val_loss,epoch,step
0.4678135812282562,0,0
0.40469375252723694,1,1
0.3486720025539398,2,2
0.29942184686660767,3,3
0.25667604804039,4,4
0.22043684124946594,5,5
0.19040609896183014,6,6
0.1661788672208786,7,7
0.14744949340820312,8,8
0.1336759626865387,9,9
