epoch,step,val_loss,train_loss
73,73,0.12167105823755264,
74,74,0.12162281572818756,
75,75,0.1215810775756836,
76,76,0.12154268473386765,
77,77,0.12150662392377853,
78,78,0.12148051708936691,
79,79,0.12145250290632248,
80,80,0.1214209571480751,
81,81,0.1213839203119278,
82,82,0.12133880704641342,
83,83,0.12128026783466339,
84,84,0.12121748924255371,
85,85,0.12114585936069489,
86,86,0.12107133865356445,
87,87,0.12098971754312515,
88,88,0.12090493738651276,
89,89,0.12082648277282715,
90,90,0.12075299024581909,
91,91,0.12068051099777222,
92,92,0.12061599642038345,
93,93,0.12054789066314697,
94,94,0.12047798931598663,
95,95,0.12041760981082916,
96,96,0.12034964561462402,
97,97,0.12028203159570694,
98,98,0.12020442634820938,
99,99,,0.13628096878528595
99,99,0.12012294679880142,
100,100,0.12004204839468002,
101,101,0.11995434761047363,
102,102,0.11986885219812393,
103,103,0.11978353559970856,
104,104,0.11969725042581558,
105,105,0.11960647255182266,
106,106,0.1195174977183342,
107,107,0.11943478882312775,
108,108,0.11934565752744675,
109,109,0.11925744265317917,
110,110,0.11916770040988922,
111,111,0.11908489465713501,
112,112,0.11901041120290756,
113,113,0.11893280595541,
114,114,0.1188574805855751,
115,115,0.11877968162298203,
116,116,0.11870825290679932,
117,117,0.11863376200199127,
118,118,0.11855845898389816,
119,119,0.11848083883523941,
120,120,0.11840027570724487,
121,121,0.11831820011138916,
122,122,0.11823160946369171,
123,123,0.11814266443252563,
124,124,0.11805223673582077,
125,125,0.11796368658542633,
126,126,0.11787926405668259,
127,127,0.11779943853616714,
128,128,0.11771772056818008,
129,129,0.11763709038496017,
130,130,0.11755631119012833,
131,131,0.11748307198286057,
132,132,0.11740197986364365,
133,133,0.11732548475265503,
134,134,0.11725284904241562,
135,135,0.11719384044408798,
136,136,0.11713510006666183,
137,137,0.11707353591918945,
138,138,0.1170140877366066,
139,139,0.11695694923400879,
140,140,0.11690205335617065,
141,141,0.11685003340244293,
142,142,0.11679573357105255,
143,143,0.11674312502145767,
144,144,0.11668999493122101,
145,145,0.11664769798517227,
146,146,0.11660642921924591,
147,147,0.11656353622674942,
148,148,0.11651616543531418,
149,149,,0.12681804597377777
149,149,0.11646836996078491,
150,150,0.11641775816679001,
151,151,0.11636535078287125,
152,152,0.11631305515766144,
153,153,0.11626329272985458,
154,154,0.11621570587158203,
155,155,0.11616679280996323,
156,156,0.11611860990524292,
157,157,0.11607042700052261,
158,158,0.1159975528717041,
159,159,0.11592211574316025,
160,160,0.11584062874317169,
161,161,0.11574675142765045,
162,162,0.1156604066491127,
163,163,0.11558610200881958,
164,164,0.11551498621702194,
165,165,0.11544962227344513,
166,166,0.11538472026586533,
167,167,0.115312360227108,
168,168,0.11524748057126999,
169,169,0.11518559604883194,
170,170,0.11511851847171783,
171,171,0.11505072563886642,
172,172,0.11497996002435684,
173,173,0.114908866584301,
174,174,0.1148318201303482,
175,175,0.11475606262683868,
176,176,0.11467490345239639,
177,177,0.11458387225866318,
178,178,0.11448606103658676,
179,179,0.11439662426710129,
180,180,0.11432123184204102,
181,181,0.1142403855919838,
182,182,0.11416509002447128,
183,183,0.11409535259008408,
184,184,0.11403603851795197,
185,185,0.11398530006408691,
186,186,0.11393798887729645,
187,187,0.11389753967523575,
188,188,0.11386094242334366,
189,189,0.11382713168859482,
190,190,0.113796666264534,
191,191,0.11375658959150314,
192,192,0.11371228843927383,
193,193,0.11367378383874893,
194,194,0.11361422389745712,
195,195,0.11355537176132202,
196,196,0.11347967386245728,
197,197,0.11339586228132248,
198,198,0.11330630630254745,
199,199,,0.12192986905574799
199,199,0.11321615427732468,
200,200,0.1131332665681839,
201,201,0.11305226385593414,
202,202,0.11298219114542007,
203,203,0.11290942877531052,
204,204,0.1128322035074234,
205,205,0.11276363581418991,
206,206,0.11269769817590714,
207,207,0.11264051496982574,
208,208,0.1125863716006279,
209,209,0.11253853142261505,
210,210,0.11249466985464096,
211,211,0.11244864761829376,
212,212,0.11238782852888107,
213,213,0.1123267412185669,
214,214,0.1122657060623169,
215,215,0.11218621581792831,
216,216,0.11211144924163818,
217,217,0.11204226315021515,
218,218,0.11196460574865341,
219,219,0.11190467327833176,
220,220,0.11184898763895035,
221,221,0.1118050366640091,
222,222,0.1117597445845604,
223,223,0.11171349138021469,
224,224,0.11165058612823486,
225,225,0.11158871650695801,
226,226,0.11151149123907089,
227,227,0.11144955456256866,
228,228,0.11138132959604263,
229,229,0.11132241785526276,
230,230,0.11127068102359772,
231,231,0.11123376339673996,
232,232,0.11119315773248672,
233,233,0.1111525222659111,
234,234,0.11109379678964615,
235,235,0.1109970435500145,
236,236,0.11091085523366928,
237,237,0.1108250617980957,
238,238,0.11075928062200546,
239,239,0.11068623512983322,
240,240,0.11060609668493271,
241,241,0.11053454130887985,
242,242,0.11046209186315536,
243,243,0.1103895902633667,
244,244,0.11031992733478546,
245,245,0.11026381701231003,
246,246,0.11019845306873322,
247,247,0.11013098806142807,
248,248,0.1100710853934288,
249,249,,0.11821462213993073
249,249,0.10999498516321182,
250,250,0.10991396009922028,
251,251,0.10984015464782715,
252,252,0.10976455360651016,
253,253,0.10969652980566025,
254,254,0.10964806377887726,
255,255,0.1096118837594986,
256,256,0.10959833860397339,
257,257,0.10959827154874802,
258,258,0.10954127460718155,
259,259,0.10944948345422745,
260,260,0.1093340665102005,
261,261,0.10921406745910645,
262,262,0.10908853262662888,
263,263,0.10897306352853775,
264,264,0.10887105762958527,
265,265,0.1088111400604248,
266,266,0.10877998918294907,
267,267,0.10876510292291641,
268,268,0.10877440124750137,
269,269,0.10878943651914597,
270,270,0.10877545922994614,
271,271,0.10861901193857193,
272,272,0.10840804874897003,
273,273,0.10827267169952393,
274,274,0.10817670822143555,
275,275,0.10810082405805588,
276,276,0.10803856700658798,
277,277,0.10800433158874512,
278,278,0.1079833135008812,
279,279,0.10799336433410645,
280,280,0.10791754722595215,
281,281,0.10773958265781403,
282,282,0.10753976553678513,
283,283,0.10739642381668091,
284,284,0.10727065801620483,
285,285,0.10717155784368515,
286,286,0.10710876435041428,
287,287,0.10706198215484619,
288,288,0.1070573553442955,
289,289,0.1070295125246048,
290,290,0.10692542046308517,
291,291,0.10676689445972443,
292,292,0.10661935806274414,
293,293,0.10651562362909317,
294,294,0.10644292831420898,
295,295,0.10639479011297226,
296,296,0.1063377633690834,
297,297,0.10627110302448273,
298,298,0.10618292540311813,
299,299,,0.11550352722406387
299,299,0.10608481615781784,
300,300,0.10598304122686386,
301,301,0.10586748272180557,
302,302,0.10577981919050217,
303,303,0.10570146143436432,
304,304,0.10563596338033676,
305,305,0.10558009147644043,
306,306,0.10547619313001633,
307,307,0.10533522814512253,
308,308,0.10522904247045517,
309,309,0.10515522956848145,
310,310,0.10506894439458847,
311,311,0.10500456392765045,
312,312,0.10498402267694473,
313,313,0.10492553561925888,
314,314,0.10480882227420807,
315,315,0.10470062494277954,
316,316,0.10457471758127213,
317,317,0.10444249212741852,
318,318,0.1043279692530632,
319,319,0.10426681488752365,
320,320,0.10425259172916412,
321,321,0.10435247421264648,
322,322,0.10430089384317398,
323,323,0.10408800840377808,
324,324,0.10385570675134659,
325,325,0.10372203588485718,
326,326,0.10359547287225723,
327,327,0.1034989133477211,
328,328,0.10345955938100815,
329,329,0.1035696417093277,
330,330,0.10363391786813736,
331,331,0.10329687595367432,
332,332,0.10298638790845871,
333,333,0.10278349369764328,
334,334,0.10264406353235245,
335,335,0.10254454612731934,
336,336,0.10248289257287979,
337,337,0.10252808779478073,
338,338,0.10276267677545547,
339,339,0.10253194719552994,
340,340,0.10210168361663818,
341,341,0.10187944024801254,
342,342,0.10173588991165161,
343,343,0.10162322968244553,
344,344,0.1015552282333374,
345,345,0.10156212002038956,
346,346,0.10152146965265274,
347,347,0.10131154209375381,
348,348,0.10107763111591339,
349,349,,0.11151091754436493
349,349,0.10092117637395859,
350,350,0.10078705847263336,
351,351,0.10066341608762741,
352,352,0.10058031231164932,
353,353,0.10053250938653946,
354,354,0.10042443126440048,
355,355,0.10021090507507324,
356,356,0.10004618018865585,
357,357,0.09991402924060822,
358,358,0.09981165081262589,
359,359,0.09975218772888184,
360,360,0.09975022077560425,
361,361,0.0995517149567604,
362,362,0.09934475272893906,
363,363,0.09919630736112595,
364,364,0.09908752888441086,
365,365,0.09906084835529327,
366,366,0.0989999771118164,
367,367,0.09883531928062439,
368,368,0.09861444681882858,
369,369,0.09848524630069733,
370,370,0.09840448200702667,
371,371,0.09836598485708237,
372,372,0.0982036218047142,
373,373,0.0980077013373375,
374,374,0.09786176681518555,
375,375,0.09774646908044815,
376,376,0.09769880026578903,
377,377,0.09764763712882996,
378,378,0.09746801108121872,
379,379,0.0972442626953125,
380,380,0.0970829501748085,
381,381,0.09698136895895004,
382,382,0.09693367779254913,
383,383,0.09680487960577011,
384,384,0.0966401919722557,
385,385,0.0964304506778717,
386,386,0.09628515690565109,
387,387,0.09615126252174377,
388,388,0.09601614624261856,
389,389,0.09597030282020569,
390,390,0.09574311226606369,
391,391,0.09558223932981491,
392,392,0.09540870040655136,
393,393,0.09526645392179489,
394,394,0.09515424817800522,
395,395,0.09496792405843735,
396,396,0.09482579678297043,
397,397,0.09469194710254669,
398,398,0.09452462941408157,
399,399,,0.10674978047609329
399,399,0.09438841789960861,
400,400,0.09423137456178665,
401,401,0.0940660759806633,
402,402,0.09389378130435944,
403,403,0.0937424823641777,
404,404,0.09367519617080688,
405,405,0.09355290234088898,
406,406,0.0933070108294487,
407,407,0.09316260367631912,
408,408,0.09303071349859238,
409,409,0.09307688474655151,
410,410,0.0927700400352478,
411,411,0.09260499477386475,
412,412,0.09248339384794235,
413,413,0.09242241829633713,
414,414,0.09221190214157104,
415,415,0.09206986427307129,
416,416,0.09194754809141159,
417,417,0.09182953089475632,
418,418,0.09172462671995163,
419,419,0.09149958938360214,
420,420,0.09134965389966965,
421,421,0.09119130671024323,
422,422,0.09117024391889572,
423,423,0.09089106321334839,
424,424,0.09071319550275803,
425,425,0.09056282043457031,
426,426,0.09041368216276169,
427,427,0.09024631977081299,
428,428,0.09008049219846725,
429,429,0.08991564810276031,
430,430,0.08978153765201569,
431,431,0.08964841812849045,
432,432,0.08947152644395828,
433,433,0.0893251821398735,
434,434,0.08916033059358597,
435,435,0.08915121853351593,
436,436,0.08887197822332382,
437,437,0.08872099220752716,
438,438,0.0886116549372673,
439,439,0.08841772377490997,
440,440,0.08825946599245071,
441,441,0.08808702975511551,
442,442,0.08792149275541306,
443,443,0.08777005970478058,
444,444,0.08761411160230637,
445,445,0.08745274692773819,
446,446,0.08729913085699081,
447,447,0.08713674545288086,
448,448,0.08709472417831421,
449,449,,0.10264231264591217
449,449,0.08696433156728745,
450,450,0.08662525564432144,
451,451,0.0865430161356926,
452,452,0.086341492831707,
453,453,0.08657839149236679,
454,454,0.08674515783786774,
455,455,0.08616646379232407,
456,456,0.08576119691133499,
457,457,0.08565416187047958,
458,458,0.0854257270693779,
459,459,0.08557909727096558,
460,460,0.08599647134542465,
461,461,0.08569828420877457,
462,462,0.08481062203645706,
463,463,0.08471658080816269,
464,464,0.08458948135375977,
465,465,0.08428879827260971,
466,466,0.0848882719874382,
467,467,0.08552028983831406,
468,468,0.0852617546916008,
469,469,0.08434354513883591,
470,470,0.08357275277376175,
471,471,0.08350276201963425,
472,472,0.0832277312874794,
473,473,0.08354200422763824,
474,474,0.08383392542600632,
475,475,0.08347800374031067,
476,476,0.08273736387491226,
477,477,0.0826125368475914,
478,478,0.08241938799619675,
479,479,0.08278592675924301,
480,480,0.083330899477005,
481,481,0.08325690031051636,
482,482,0.08280983567237854,
483,483,0.08205055445432663,
484,484,0.08144383877515793,
485,485,0.08133991062641144,
486,486,0.08131184428930283,
487,487,0.08164575695991516,
488,488,0.08147616684436798,
489,489,0.08107109367847443,
490,490,0.0805082842707634,
491,491,0.08047903329133987,
492,492,0.08025172352790833,
493,493,0.08035267889499664,
494,494,0.08024441450834274,
495,495,0.08001252263784409,
496,496,0.07990717887878418,
497,497,0.07978565990924835,
498,498,0.07961928099393845,
499,499,,0.0908978059887886
499,499,0.07951530069112778,
500,500,0.07947617024183273,
501,501,0.0795084610581398,
502,502,0.07989322394132614,
503,503,0.08013545721769333,
504,504,0.07998211681842804,
505,505,0.07960982620716095,
506,506,0.07932491600513458,
507,507,0.07878422737121582,
508,508,0.07873671501874924,
509,509,0.07866909354925156,
510,510,0.07867838442325592,
511,511,0.07902856171131134,
512,512,0.07923507690429688,
513,513,0.07935285568237305,
514,514,0.07930020242929459,
515,515,0.0791902095079422,
516,516,0.07897894829511642,
517,517,0.07861875742673874,
518,518,0.07822936028242111,
519,519,0.07796046882867813,
520,520,0.07775503396987915,
521,521,0.0776449516415596,
522,522,0.07754494994878769,
523,523,0.07751297950744629,
524,524,0.07750412076711655,
525,525,0.07747852802276611,
526,526,0.07757710665464401,
527,527,0.07755636423826218,
528,528,0.07740017026662827,
529,529,0.07710684090852737,
530,530,0.07669559866189957,
531,531,0.07648178189992905,
532,532,0.07649057358503342,
533,533,0.076471708714962,
534,534,0.07666998356580734,
535,535,0.0768725797533989,
536,536,0.07715537399053574,
537,537,0.0775182843208313,
538,538,0.0777146965265274,
539,539,0.0777118131518364,
540,540,0.0775720402598381,
541,541,0.07724874466657639,
542,542,0.07705042511224747,
543,543,0.07676374912261963,
