val_loss,step,epoch
0.14196497201919556,0,0
0.13241994380950928,1,1
0.12639589607715607,2,2
0.12353604286909103,3,3
0.12330639362335205,4,4
0.12497567385435104,5,5
0.12757961452007294,6,6
0.1303095668554306,7,7
0.1326799839735031,8,8
0.134272962808609,9,9
