val_loss,step,epoch
5.17488956451416,0,0
4.972204208374023,1,1
4.776289463043213,2,2
4.587432861328125,3,3
4.406324863433838,4,4
4.232446193695068,5,5
4.065383434295654,6,6
3.905245304107666,7,7
3.751652479171753,8,8
3.604689836502075,9,9
