val_loss,step,epoch
9.695283889770508,0,0
8.695124626159668,1,1
7.759451389312744,2,2
6.885048866271973,3,3
6.072154521942139,4,4
5.321774005889893,5,5
4.6308441162109375,6,6
3.999448776245117,7,7
3.4245107173919678,8,8
2.905768632888794,9,9
