val_loss,epoch,step
6.7516984939575195,0,0
6.353548526763916,1,1
5.973215579986572,2,2
5.6112589836120605,3,3
5.266467571258545,4,4
4.939052581787109,5,5
4.627422332763672,6,6
4.331258773803711,7,7
4.050079345703125,8,8
3.783496856689453,9,9
