val_loss,step,epoch
7.607234477996826,0,0
7.147841930389404,1,1
6.706504821777344,2,2
6.282931804656982,3,3
5.8760504722595215,4,4
5.486528396606445,5,5
5.1140265464782715,6,6
4.758067607879639,7,7
4.418635845184326,8,8
4.095216751098633,9,9
