val_loss,epoch,step
7.763258457183838,0,0
7.265010356903076,1,1
6.74404764175415,2,2
6.234660625457764,3,3
5.747412204742432,4,4
5.2833428382873535,5,5
4.842637538909912,6,6
4.42529821395874,7,7
4.031928539276123,8,8
3.6620566844940186,9,9
