val_loss,epoch,step
0.13963253796100616,0,0
0.14108310639858246,1,1
0.1406882256269455,2,2
0.14122521877288818,3,3
0.14143024384975433,4,4
0.14078941941261292,5,5
0.14095890522003174,6,6
0.14009417593479156,7,7
0.14008177816867828,8,8
0.1407615691423416,9,9
0.14055512845516205,10,10
