val_loss,epoch,step
2.065458059310913,0,0
1.6353905200958252,1,1
1.2625105381011963,2,2
0.9464885592460632,3,3
0.6888932585716248,4,4
0.48475876450538635,5,5
0.33124881982803345,6,6
0.22340817749500275,7,7
0.15621207654476166,8,8
0.12305314838886261,9,9
