val_loss,epoch,step
2.4806108474731445,0,0
2.3730084896087646,1,1
2.2717440128326416,2,2
2.1747586727142334,3,3
2.0819718837738037,4,4
1.993296504020691,5,5
1.9086560010910034,6,6
1.8279640674591064,7,7
1.7511767148971558,8,8
1.6781402826309204,9,9
