epoch,step,val_loss,train_loss
0,0,2.1664841175079346,
1,1,2.0417754650115967,
2,2,1.9230884313583374,
3,3,1.8099850416183472,
4,4,1.7027578353881836,
5,5,1.600915789604187,
6,6,1.5043567419052124,
7,7,1.4130709171295166,
8,8,1.3268966674804688,
9,9,1.245583176612854,
10,10,1.168969988822937,
11,11,1.0977214574813843,
12,12,1.032721996307373,
13,13,0.9755474328994751,
14,14,0.929031491279602,
15,15,0.8891002535820007,
16,16,0.851231038570404,
17,17,0.815301239490509,
18,18,0.7813153266906738,
19,19,0.7490938305854797,
20,20,0.7185659408569336,
21,21,0.6896831393241882,
22,22,0.6623173952102661,
23,23,0.6364068388938904,
24,24,0.6118716597557068,
25,25,0.588627278804779,
26,26,0.5666093230247498,
27,27,0.5457523465156555,
28,28,0.5260058641433716,
29,29,0.50730961561203,
30,30,0.4896034300327301,
31,31,0.4728012681007385,
32,32,0.456877201795578,
33,33,0.4417359530925751,
34,34,0.427378386259079,
35,35,0.4137483239173889,
36,36,0.4007854163646698,
37,37,0.38848039507865906,
38,38,0.37677037715911865,
39,39,0.3656226098537445,
40,40,0.3550386130809784,
41,41,0.34495338797569275,
42,42,0.3353400230407715,
43,43,0.3261549174785614,
44,44,0.31740355491638184,
45,45,0.3090636730194092,
46,46,0.301121324300766,
47,47,0.29353711009025574,
48,48,0.28627917170524597,
49,49,,0.29514479637145996
49,49,0.279342383146286,
50,50,0.27270936965942383,
51,51,0.2663555443286896,
52,52,0.2602696418762207,
53,53,0.2544458508491516,
54,54,0.24886026978492737,
55,55,0.24351167678833008,
56,56,0.23838739097118378,
57,57,0.2334764003753662,
58,58,0.22876004874706268,
59,59,0.2242298573255539,
60,60,0.21988467872142792,
61,61,0.21571186184883118,
62,62,0.21170245110988617,
63,63,0.20785187184810638,
64,64,0.20414483547210693,
65,65,0.20058520138263702,
66,66,0.1971672624349594,
67,67,0.19387856125831604,
68,68,0.1907142847776413,
69,69,0.1876668781042099,
70,70,0.18472571671009064,
71,71,0.1818949431180954,
72,72,0.17917490005493164,
73,73,0.1765611469745636,
74,74,0.1740492880344391,
75,75,0.17163406312465668,
76,76,0.1693151444196701,
77,77,0.16708731651306152,
78,78,0.16493777930736542,
79,79,0.16286848485469818,
80,80,0.16088096797466278,
81,81,0.15897014737129211,
82,82,0.15712730586528778,
83,83,0.15535703301429749,
84,84,0.1536567062139511,
85,85,0.15202021598815918,
86,86,0.15044647455215454,
87,87,0.14893892407417297,
88,88,0.14748896658420563,
89,89,0.14610014855861664,
90,90,0.14476768672466278,
91,91,0.14349143207073212,
92,92,0.14226964116096497,
93,93,0.14109806716442108,
94,94,0.1399741917848587,
95,95,0.13889406621456146,
96,96,0.13786323368549347,
97,97,0.13687507808208466,
98,98,0.13593070209026337,
99,99,,0.14362534880638123
99,99,0.1350264847278595,
100,100,0.13416217267513275,
101,101,0.13333575427532196,
102,102,0.13254618644714355,
103,103,0.13179507851600647,
104,104,0.13107715547084808,
105,105,0.13039527833461761,
106,106,0.12974385917186737,
107,107,0.12912479043006897,
108,108,0.1285357028245926,
109,109,0.1279759258031845,
110,110,0.1274435967206955,
111,111,0.12693844735622406,
112,112,0.12645713984966278,
113,113,0.12599867582321167,
114,114,0.12556196749210358,
115,115,0.1251465529203415,
116,116,0.12475327402353287,
117,117,0.1243782639503479,
118,118,0.12402284145355225,
119,119,0.12368644773960114,
120,120,0.12336965650320053,
121,121,0.12306685745716095,
122,122,0.12277951091527939,
123,123,0.1225091740489006,
124,124,0.12225319445133209,
125,125,0.12201084941625595,
126,126,0.12178239971399307,
127,127,0.12156682461500168,
128,128,0.12136285752058029,
129,129,0.12116923183202744,
130,130,0.12098672240972519,
131,131,0.12081358581781387,
132,132,0.1206519603729248,
133,133,0.12049832195043564,
134,134,0.12035488337278366,
135,135,0.12021982669830322,
136,136,0.12009301036596298,
137,137,0.11997343599796295,
138,138,0.11986150592565536,
139,139,0.11975748836994171,
140,140,0.11966071277856827,
141,141,0.11956948041915894,
142,142,0.11948437988758087,
143,143,0.1194053441286087,
144,144,0.1193314790725708,
145,145,0.11926379054784775,
146,146,0.11919992417097092,
147,147,0.11913962662220001,
148,148,0.11908358335494995,
149,149,,0.1275777667760849
149,149,0.11903013288974762,
150,150,0.11897915601730347,
151,151,0.11893166601657867,
152,152,0.11888714134693146,
153,153,0.11884516477584839,
154,154,0.1188054084777832,
155,155,0.11876887083053589,
156,156,0.11873508989810944,
157,157,0.1187019869685173,
158,158,0.1186707615852356,
159,159,0.11864127218723297,
160,160,0.11861484497785568,
161,161,0.11859036982059479,
162,162,0.1185673251748085,
163,163,0.11854491382837296,
164,164,0.1185234785079956,
165,165,0.11850296705961227,
166,166,0.11848367750644684,
167,167,0.11846616119146347,
168,168,0.11845014244318008,
169,169,0.118435800075531,
170,170,0.11842244863510132,
171,171,0.11841069906949997,
172,172,0.1183992400765419,
173,173,0.11838852614164352,
174,174,0.11837782710790634,
175,175,0.11836838722229004,
176,176,0.11835978180170059,
177,177,0.11835203319787979,
178,178,0.1183452159166336,
179,179,0.11833886057138443,
180,180,0.11833367496728897,
181,181,0.11832945793867111,
182,182,0.118325375020504,
183,183,0.11832112073898315,
184,184,0.11831753700971603,
185,185,0.11831482499837875,
186,186,0.11831238120794296,
187,187,0.11830946058034897,
188,188,0.11830668896436691,
189,189,0.11830325424671173,
190,190,0.11829936504364014,
191,191,0.11829552799463272,
192,192,0.11829199641942978,
193,193,0.118288554251194,
194,194,0.11828558892011642,
195,195,0.11828333139419556,
196,196,0.11828161776065826,
197,197,0.118279829621315,
198,198,0.11827825754880905,
