val_loss,epoch,step
9.814790725708008,0,0
9.198819160461426,1,1
8.615077018737793,2,2
8.061691284179688,3,3
7.523261547088623,4,4
6.997652530670166,5,5
6.486934185028076,6,6
5.982173442840576,7,7
5.5006422996521,8,8
5.045571804046631,9,9
