val_loss,epoch,step
0.5956254005432129,0,0
0.5232313275337219,1,1
0.4586256146430969,2,2
0.4014796316623688,3,3
0.3514399826526642,4,4
0.30792179703712463,5,5
0.2705175578594208,6,6
0.2386358231306076,7,7
0.21180038154125214,8,8
0.18951760232448578,9,9
