val_loss,epoch,step
0.6350762248039246,0,0
0.5735597014427185,1,1
0.516400158405304,2,2
0.4635847508907318,3,3
0.4151926040649414,4,4
0.3712214231491089,5,5
0.3314721882343292,6,6
0.2959194779396057,7,7
0.2645249664783478,8,8
0.23711510002613068,9,9
